UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
104665,"R",7,"R",350000,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",100000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",135000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",115000,"Z",0,"Z",0,"Z",0,"Z",0
104708,"R",309,"R",16748835,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1496040,"R",30,"R",2919381,"R",13,"R",777356,"R",21,"R",1226133,"R",34,"R",1822600,"R",2,"R",94826,"R",32,"R",1296264,"Z",0,"Z",0,"R",138,"R",6293991,"R",14,"R",761120,"R",1,"R",61124
104717,"R",3768,"R",211607423,"Z",0,"Z",0,"Z",0,"Z",0,"R",637,"R",30796142,"R",481,"R",45709054,"R",263,"R",13007680,"R",188,"R",12573929,"R",1473,"R",85494905,"R",22,"R",1060147,"R",355,"R",11284827,"R",2,"R",88351,"R",196,"R",7364226,"R",146,"R",4066837,"R",5,"R",161325
105136,"R",441,"R",33795193,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",573877,"R",103,"R",11608194,"R",101,"R",7071338,"R",73,"R",5982592,"R",20,"R",1632356,"Z",0,"Z",0,"R",6,"R",529035,"Z",0,"Z",0,"R",120,"R",5938979,"R",9,"R",458822,"Z",0,"Z",0
105145,"R",207,"R",12023854,"Z",0,"Z",0,"Z",0,"Z",0,"R",29,"R",1622708,"R",35,"R",3361417,"R",9,"R",635645,"R",11,"R",585258,"R",28,"R",1467477,"R",1,"R",58213,"R",11,"R",518835,"Z",0,"Z",0,"R",79,"R",3586558,"R",4,"R",187743,"Z",0,"Z",0
105154,"R",393,"R",22339210,"Z",0,"Z",0,"Z",0,"Z",0,"R",38,"R",2248808,"R",40,"R",4080616,"R",30,"R",1660069,"R",32,"R",1752425,"R",70,"R",3884428,"R",2,"R",86094,"R",23,"R",976875,"Z",0,"Z",0,"R",138,"R",6603529,"R",20,"R",1046366,"Z",0,"Z",0
105206,"R",173,"R",8145865,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",722365,"R",37,"R",3302704,"R",8,"R",337835,"R",15,"R",666854,"R",4,"R",175084,"Z",0,"Z",0,"R",21,"R",689372,"Z",0,"Z",0,"R",68,"R",2251651,"Z",0,"Z",0,"Z",0,"Z",0
105297,"R",229,"R",9016472,"Z",0,"Z",0,"Z",0,"Z",0,"R",76,"R",2746879,"R",23,"R",1706621,"R",15,"R",623049,"R",12,"R",541491,"R",8,"R",414781,"Z",0,"Z",0,"R",53,"R",1483477,"R",4,"R",322429,"R",33,"R",1033918,"Z",0,"Z",0,"R",5,"R",143827
105330,"R",2006,"R",115284881,"R",19,"R",1389570,"Z",0,"Z",0,"R",281,"R",15949149,"R",114,"R",14862762,"R",429,"R",24092031,"R",372,"R",25229024,"R",230,"R",11413677,"R",22,"R",1607775,"R",194,"R",6755387,"Z",0,"Z",0,"R",221,"R",8527098,"R",97,"R",4346341,"R",27,"R",1112067
105349,"R",124,"R",6043559,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",550617,"R",23,"R",2003225,"R",19,"R",815358,"R",15,"R",620401,"R",13,"R",522122,"Z",0,"Z",0,"R",2,"R",67642,"Z",0,"Z",0,"R",26,"R",1032256,"R",11,"R",391752,"R",1,"R",40186
105367,"R",24,"R",1350276,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",273959,"R",3,"R",315303,"R",4,"R",221417,"R",2,"R",98006,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",294972,"R",4,"R",146619,"Z",0,"Z",0,"Z",0,"Z",0
105428,"R",227,"R",12649272,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",1599654,"R",26,"R",2583587,"R",10,"R",611097,"R",12,"R",692800,"R",34,"R",1720759,"R",2,"R",122248,"R",21,"R",863599,"Z",0,"Z",0,"R",86,"R",3875024,"R",11,"R",580504,"Z",0,"Z",0
105525,"R",1002,"R",54155472,"Z",0,"Z",0,"Z",0,"Z",0,"R",395,"R",19540284,"R",85,"R",9833774,"R",106,"R",5522876,"R",127,"R",7151231,"R",35,"R",2064439,"R",1,"R",51643,"R",122,"R",5277942,"Z",0,"Z",0,"R",110,"R",3948992,"Z",0,"Z",0,"R",21,"R",764291
105534,"R",47,"R",2716384,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",800045,"R",5,"R",552123,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",29,"R",1364216,"Z",0,"Z",0,"Z",0,"Z",0
105543,"R",26,"R",1305467,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",409395,"R",3,"R",319922,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",576150,"Z",0,"Z",0,"Z",0,"Z",0
105589,"R",69,"R",3306862,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",159166,"R",20,"R",1564420,"R",4,"R",158995,"R",4,"R",169842,"R",2,"R",108476,"Z",0,"Z",0,"R",7,"R",177961,"R",10,"R",493332,"R",18,"R",444968,"R",1,"R",29702,"Z",0,"Z",0
105659,"R",24,"R",1319107,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",470745,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",443053,"R",10,"R",374109,"R",1,"R",31200,"Z",0,"Z",0
105668,"R",482,"R",29165783,"Z",0,"Z",0,"Z",0,"Z",0,"R",98,"R",5940680,"R",67,"R",6861370,"R",21,"R",1187733,"R",32,"R",2152050,"R",94,"R",5212473,"Z",0,"Z",0,"R",15,"R",687228,"Z",0,"Z",0,"R",144,"R",6540877,"R",8,"R",334463,"R",3,"R",248909
105747,"R",208,"R",11259388,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",935896,"R",19,"R",2117701,"R",12,"R",806883,"R",18,"R",950271,"R",29,"R",1533332,"R",2,"R",128069,"R",20,"R",788323,"Z",0,"Z",0,"R",84,"R",3548647,"R",8,"R",450266,"Z",0,"Z",0
105792,"R",144,"R",8334517,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",979297,"R",18,"R",1877078,"R",9,"R",562860,"R",11,"R",607726,"R",20,"R",1137289,"R",1,"R",58213,"R",17,"R",669135,"Z",0,"Z",0,"R",48,"R",2161037,"R",5,"R",281882,"Z",0,"Z",0
105899,"R",68,"R",3238116,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",330212,"R",15,"R",1313400,"R",4,"R",188500,"R",2,"R",71201,"R",21,"R",783348,"R",3,"R",111000,"R",5,"R",116484,"Z",0,"Z",0,"R",9,"R",292770,"R",1,"R",31201,"Z",0,"Z",0
106041,"R",63,"R",3857500,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",1315082,"R",43,"R",2231732,"R",1,"R",56118,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",93704,"R",4,"R",160864,"Z",0,"Z",0
106102,"R",27,"R",1757110,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",741137,"R",2,"R",120727,"R",2,"R",141494,"R",6,"R",360765,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",392987,"Z",0,"Z",0,"Z",0,"Z",0
106148,"R",302,"R",16304355,"Z",0,"Z",0,"Z",0,"Z",0,"R",54,"R",2492960,"R",54,"R",4818359,"R",17,"R",1023026,"R",23,"R",1469560,"R",31,"R",1474356,"R",8,"R",450816,"R",41,"R",1490699,"Z",0,"Z",0,"R",55,"R",2236664,"R",18,"R",809017,"R",1,"R",38898
106245,"R",987,"R",45763354,"R",3,"R",130500,"Z",0,"Z",0,"R",101,"R",4421357,"R",146,"R",12347897,"R",66,"R",2812438,"R",115,"R",6534949,"R",155,"R",7339694,"R",4,"R",240716,"R",126,"R",2886383,"R",5,"R",149649,"R",219,"R",7368899,"R",39,"R",1270548,"R",8,"R",260324
106263,"R",2198,"R",143859686,"R",64,"R",6652057,"R",9,"R",901925,"R",209,"R",24387544,"R",813,"R",66644031,"R",306,"R",14463212,"R",77,"R",3511146,"R",74,"R",3384920,"R",187,"R",9312377,"R",144,"R",3835715,"Z",0,"Z",0,"R",211,"R",6956468,"R",97,"R",3612814,"R",7,"R",197477
106306,"R",87,"R",3728051,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",703236,"R",23,"R",1640245,"R",1,"R",65000,"R",1,"R",60000,"R",13,"R",413156,"Z",0,"Z",0,"R",19,"R",461615,"Z",0,"Z",0,"R",8,"R",245702,"R",4,"R",114137,"R",1,"R",24960
106342,"R",110,"R",4645527,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1108908,"R",8,"R",859501,"R",7,"R",309747,"Z",0,"Z",0,"R",31,"R",1165515,"R",5,"R",208580,"R",3,"R",71562,"Z",0,"Z",0,"R",28,"R",921714,"Z",0,"Z",0,"Z",0,"Z",0
106397,"R",3915,"R",204077673,"R",20,"R",1728590,"R",61,"R",5494821,"R",511,"R",25374224,"R",532,"R",51111812,"R",325,"R",18534197,"R",699,"R",31667876,"R",287,"R",22914630,"R",48,"R",3217670,"R",311,"R",8519522,"R",24,"R",755136,"R",788,"R",23327779,"R",258,"R",9762223,"R",51,"R",1669193
106412,"R",478,"R",20291803,"R",15,"R",635303,"R",33,"R",1679049,"R",47,"R",1734269,"R",38,"R",3908532,"R",26,"R",1242079,"R",38,"R",1472019,"R",56,"R",2644308,"R",3,"R",155004,"R",70,"R",1912675,"R",1,"R",31330,"R",126,"R",4010465,"R",20,"R",715804,"R",5,"R",150966
106449,"R",168,"R",6639365,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",740968,"R",39,"R",2558338,"R",15,"R",531624,"R",11,"R",474833,"R",17,"R",648505,"Z",0,"Z",0,"R",9,"R",257656,"R",1,"R",24269,"R",39,"R",949006,"R",14,"R",426029,"R",1,"R",28137
106458,"R",1035,"R",42128719,"Z",0,"Z",0,"Z",0,"Z",0,"R",58,"R",1693046,"R",204,"R",13656314,"R",254,"R",10190854,"R",67,"R",2916540,"R",73,"R",3998142,"R",10,"R",365074,"R",112,"R",2386248,"R",1,"R",31327,"R",151,"R",3733546,"R",100,"R",2988959,"R",5,"R",168669
106467,"R",539,"R",23532272,"Z",0,"Z",0,"Z",0,"Z",0,"R",46,"R",2141629,"R",65,"R",6456575,"R",43,"R",2222272,"R",42,"R",2010068,"R",60,"R",2789230,"R",7,"R",354928,"R",102,"R",2513853,"R",1,"R",30587,"R",146,"R",4190768,"R",27,"R",822362,"Z",0,"Z",0
106485,"R",244,"R",9441161,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",258694,"R",18,"R",1813864,"R",10,"R",414520,"R",13,"R",650967,"R",34,"R",1452763,"R",1,"R",38383,"R",48,"R",1250487,"R",3,"R",84347,"R",79,"R",2584690,"R",26,"R",785262,"R",5,"R",107184
106546,"R",29,"R",1419549,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",44678,"R",8,"R",720262,"Z",0,"Z",0,"R",2,"R",111654,"R",1,"R",57054,"Z",0,"Z",0,"R",3,"R",92324,"R",1,"R",48547,"R",13,"R",345030,"Z",0,"Z",0,"Z",0,"Z",0
106625,"R",94,"R",3820734,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",863459,"R",5,"R",505270,"R",6,"R",225523,"R",7,"R",366370,"R",15,"R",697530,"Z",0,"Z",0,"R",17,"R",472117,"Z",0,"Z",0,"R",28,"R",690465,"Z",0,"Z",0,"Z",0,"Z",0
106704,"R",879,"R",36343336,"Z",0,"Z",0,"Z",0,"Z",0,"R",108,"R",4427699,"R",126,"R",9888837,"R",45,"R",1857646,"R",60,"R",2882083,"R",106,"R",4972540,"R",10,"R",474907,"R",153,"R",4084421,"Z",0,"Z",0,"R",169,"R",4590791,"R",86,"R",2764612,"R",16,"R",399800
106713,"R",67,"R",2671398,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",446777,"R",17,"R",1202007,"R",5,"R",165232,"R",2,"R",78999,"R",8,"R",267500,"Z",0,"Z",0,"R",12,"R",278302,"Z",0,"Z",0,"R",10,"R",232581,"Z",0,"Z",0,"Z",0,"Z",0
106795,"R",82,"R",3330304,"Z",0,"Z",0,"R",2,"R",67001,"R",1,"R",52859,"R",14,"R",1069010,"R",6,"R",180026,"R",4,"R",192974,"R",4,"R",174390,"Z",0,"Z",0,"R",5,"R",144999,"Z",0,"Z",0,"R",34,"R",1148819,"R",12,"R",300226,"Z",0,"Z",0
106810,"R",20,"R",753921,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",34061,"R",5,"R",305501,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",256680,"Z",0,"Z",0,"R",3,"R",91519,"R",2,"R",66160,"Z",0,"Z",0
106883,"R",87,"R",3679617,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",508431,"R",18,"R",1487284,"R",7,"R",246884,"R",5,"R",197064,"R",10,"R",492686,"Z",0,"Z",0,"R",11,"R",228280,"R",2,"R",52680,"R",20,"R",466308,"Z",0,"Z",0,"Z",0,"Z",0
106980,"R",120,"R",5571945,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",367242,"R",22,"R",1776386,"R",20,"R",718520,"R",20,"R",970018,"R",20,"R",892804,"Z",0,"Z",0,"R",14,"R",318742,"R",2,"R",66993,"R",14,"R",461240,"Z",0,"Z",0,"Z",0,"Z",0
106999,"R",59,"R",2532023,"R",1,"R",48500,"Z",0,"Z",0,"R",3,"R",112764,"R",20,"R",1266870,"R",5,"R",181096,"R",4,"R",194292,"R",2,"R",74916,"Z",0,"Z",0,"R",4,"R",87563,"Z",0,"Z",0,"R",19,"R",535706,"R",1,"R",30316,"Z",0,"Z",0
107044,"R",546,"R",24146477,"Z",0,"Z",0,"Z",0,"Z",0,"R",110,"R",4753539,"R",46,"R",4614728,"R",58,"R",2923841,"R",28,"R",1426392,"R",49,"R",2644815,"R",9,"R",506686,"R",46,"R",1273695,"R",1,"R",60170,"R",152,"R",4030774,"R",40,"R",1634821,"R",7,"R",277016
107071,"R",255,"R",11023800,"Z",0,"Z",0,"R",5,"R",299518,"R",7,"R",325783,"R",44,"R",3619742,"R",11,"R",392500,"R",15,"R",623494,"R",68,"R",2813508,"R",5,"R",254173,"R",9,"R",280592,"Z",0,"Z",0,"R",91,"R",2414490,"Z",0,"Z",0,"Z",0,"Z",0
107080,"R",269,"R",11605894,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",861670,"R",35,"R",3642094,"R",18,"R",972246,"R",12,"R",473714,"R",37,"R",1465859,"R",4,"R",148183,"R",90,"R",2272102,"R",3,"R",67912,"R",37,"R",1234486,"R",10,"R",376025,"R",4,"R",91603
107123,"R",2,"R",104395,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",104395,"Z",0,"Z",0,"Z",0,"Z",0
107141,"R",262,"R",12767373,"Z",0,"Z",0,"Z",0,"Z",0,"R",33,"R",1602435,"R",46,"R",4137621,"R",17,"R",768010,"R",23,"R",1044271,"R",44,"R",1847448,"R",2,"R",93333,"R",40,"R",1101257,"Z",0,"Z",0,"R",42,"R",1518212,"R",10,"R",463114,"R",5,"R",191672
107318,"R",101,"R",4655300,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",45273,"R",23,"R",1765650,"R",7,"R",332500,"R",6,"R",268869,"R",35,"R",1397607,"Z",0,"Z",0,"R",8,"R",253469,"Z",0,"Z",0,"R",21,"R",591932,"Z",0,"Z",0,"Z",0,"Z",0
107327,"R",110,"R",4673030,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",99938,"R",20,"R",1615796,"R",2,"R",114040,"R",5,"R",251844,"R",35,"R",1514318,"Z",0,"Z",0,"R",21,"R",474669,"Z",0,"Z",0,"R",25,"R",602425,"Z",0,"Z",0,"Z",0,"Z",0
107460,"R",118,"R",4864630,"Z",0,"Z",0,"Z",0,"Z",0,"R",31,"R",1288885,"R",23,"R",1597584,"R",9,"R",317495,"R",6,"R",241812,"R",12,"R",457397,"Z",0,"Z",0,"R",6,"R",123241,"Z",0,"Z",0,"R",23,"R",618724,"R",8,"R",219492,"Z",0,"Z",0
107512,"R",173,"R",6584358,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",707582,"R",27,"R",2036724,"R",10,"R",331231,"R",8,"R",347221,"R",29,"R",1267190,"R",2,"R",116084,"R",28,"R",539393,"Z",0,"Z",0,"R",24,"R",585286,"R",24,"R",653647,"Z",0,"Z",0
107521,"R",69,"R",2940015,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",285324,"R",23,"R",1483552,"R",7,"R",228443,"R",4,"R",148015,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",63639,"Z",0,"Z",0,"R",21,"R",584956,"R",5,"R",146086,"Z",0,"Z",0
107549,"R",65,"R",2645643,"Z",0,"Z",0,"Z",0,"Z",0,"R",32,"R",1092209,"R",9,"R",816823,"R",3,"R",147266,"R",2,"R",72707,"R",2,"R",72169,"R",1,"R",33962,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",146264,"R",11,"R",264243,"Z",0,"Z",0
107558,"R",96,"R",4431521,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",1021020,"R",16,"R",1496783,"R",5,"R",235011,"R",3,"R",136951,"R",27,"R",897977,"R",2,"R",91439,"R",3,"R",104538,"Z",0,"Z",0,"R",15,"R",447802,"Z",0,"Z",0,"Z",0,"Z",0
107585,"R",91,"R",3946652,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",701123,"R",18,"R",1467392,"R",7,"R",239940,"R",6,"R",335818,"R",2,"R",83813,"Z",0,"Z",0,"R",12,"R",299172,"Z",0,"Z",0,"R",22,"R",690491,"R",5,"R",128903,"Z",0,"Z",0
107600,"R",111,"R",4473664,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",701000,"R",24,"R",1774838,"R",4,"R",166999,"R",2,"R",71696,"R",9,"R",312638,"R",1,"R",45000,"R",30,"R",719270,"Z",0,"Z",0,"R",18,"R",637354,"R",2,"R",44869,"Z",0,"Z",0
107619,"R",133,"R",5231362,"R",1,"R",77530,"Z",0,"Z",0,"R",24,"R",862577,"R",21,"R",1584755,"R",11,"R",490200,"R",6,"R",250848,"R",3,"R",121857,"Z",0,"Z",0,"R",28,"R",688805,"Z",0,"Z",0,"R",39,"R",1154790,"Z",0,"Z",0,"Z",0,"Z",0
107637,"R",79,"R",3070143,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",90743,"R",20,"R",1313242,"R",3,"R",167662,"R",5,"R",208852,"R",9,"R",379226,"Z",0,"Z",0,"R",8,"R",144270,"R",2,"R",42408,"R",23,"R",600013,"R",5,"R",123727,"Z",0,"Z",0
107664,"R",206,"R",8998508,"R",1,"R",61000,"R",2,"R",122429,"R",28,"R",1400305,"R",22,"R",1802742,"R",21,"R",1085143,"R",14,"R",569605,"R",31,"R",1274320,"Z",0,"Z",0,"R",31,"R",978708,"Z",0,"Z",0,"R",49,"R",1442808,"R",7,"R",261448,"Z",0,"Z",0
107725,"R",72,"R",3052632,"Z",0,"Z",0,"Z",0,"Z",0,"R",30,"R",1242667,"R",15,"R",1067828,"Z",0,"Z",0,"R",2,"R",123418,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",66171,"Z",0,"Z",0,"R",22,"R",552548,"Z",0,"Z",0,"Z",0,"Z",0
107743,"R",52,"R",2258382,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",860235,"R",5,"R",520912,"R",2,"R",101309,"R",4,"R",142082,"R",2,"R",78819,"Z",0,"Z",0,"R",5,"R",132001,"R",2,"R",57943,"R",13,"R",365081,"Z",0,"Z",0,"Z",0,"Z",0
107840,"R",44,"R",1122334,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",258880,"R",1,"R",135000,"R",3,"R",88000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",640454,"Z",0,"Z",0,"Z",0,"Z",0
107877,"R",61,"R",2467029,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",190000,"R",15,"R",1106538,"R",4,"R",128474,"R",1,"R",32923,"R",13,"R",440509,"R",2,"R",63150,"R",5,"R",136297,"R",4,"R",110696,"R",8,"R",214151,"R",2,"R",44291,"Z",0,"Z",0
107974,"R",101,"R",4098207,"Z",0,"Z",0,"R",1,"R",22392,"R",29,"R",1112647,"R",14,"R",1169507,"R",7,"R",344955,"R",6,"R",237441,"R",3,"R",146908,"Z",0,"Z",0,"R",5,"R",121818,"R",3,"R",89693,"R",24,"R",583049,"R",9,"R",269797,"Z",0,"Z",0
107983,"R",225,"R",9289163,"Z",0,"Z",0,"Z",0,"Z",0,"R",37,"R",1210705,"R",37,"R",2739266,"R",18,"R",826755,"R",11,"R",501019,"R",16,"R",726043,"R",3,"R",169475,"R",20,"R",654758,"Z",0,"Z",0,"R",70,"R",1958717,"R",13,"R",502425,"Z",0,"Z",0
107992,"R",79,"R",2944757,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",365509,"R",17,"R",1121935,"R",3,"R",158932,"R",4,"R",147005,"R",4,"R",174195,"Z",0,"Z",0,"R",12,"R",272725,"Z",0,"Z",0,"R",17,"R",481769,"R",7,"R",201059,"R",1,"R",21628
108056,"R",55,"R",5878330,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",1102298,"R",6,"R",1505165,"R",13,"R",1371271,"R",1,"R",102000,"R",9,"R",1188875,"Z",0,"Z",0,"R",3,"R",118294,"Z",0,"Z",0,"R",8,"R",490427,"Z",0,"Z",0,"Z",0,"Z",0
108092,"R",288,"R",14406730,"Z",0,"Z",0,"Z",0,"Z",0,"R",84,"R",3760342,"R",25,"R",3102485,"R",47,"R",2393150,"R",26,"R",1341052,"R",27,"R",1292922,"Z",0,"Z",0,"R",19,"R",740903,"Z",0,"Z",0,"R",50,"R",1405117,"R",10,"R",370759,"Z",0,"Z",0
108232,"R",793,"R",52277993,"Z",0,"Z",0,"Z",0,"Z",0,"R",204,"R",11838893,"R",140,"R",14678825,"R",80,"R",5189774,"R",36,"R",2552130,"R",140,"R",8375713,"Z",0,"Z",0,"R",28,"R",1170523,"R",5,"R",213699,"R",113,"R",5394818,"R",4,"R",331672,"R",43,"R",2531946
108269,"R",8,"R",323000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",80000,"R",1,"R",38000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",170000,"R",1,"R",35000,"Z",0,"Z",0
108667,"R",76,"R",4992227,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",673041,"R",12,"R",1483162,"R",11,"R",719065,"R",3,"R",226475,"R",8,"R",475144,"Z",0,"Z",0,"R",9,"R",401452,"Z",0,"Z",0,"R",20,"R",1013888,"Z",0,"Z",0,"Z",0,"Z",0
108807,"R",261,"R",13634889,"Z",0,"Z",0,"Z",0,"Z",0,"R",43,"R",1718838,"R",31,"R",3408812,"R",34,"R",1915182,"R",9,"R",510814,"R",29,"R",1375255,"Z",0,"Z",0,"R",43,"R",1730568,"Z",0,"Z",0,"R",71,"R",2931536,"R",1,"R",43884,"Z",0,"Z",0
108852,"R",30,"R",1658089,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",43164,"R",14,"R",1041637,"R",3,"R",107773,"Z",0,"Z",0,"R",2,"R",76800,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",163838,"R",1,"R",30451,"R",4,"R",194426
108861,"R",8,"R",609876,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",341300,"R",1,"R",68566,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",90394,"Z",0,"Z",0,"R",2,"R",109616,"Z",0,"Z",0,"Z",0,"Z",0
108870,"R",127,"R",9909978,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",848125,"R",38,"R",4867285,"R",13,"R",893460,"R",6,"R",531195,"R",20,"R",1321750,"Z",0,"Z",0,"R",18,"R",591045,"Z",0,"Z",0,"R",18,"R",751625,"R",2,"R",105493,"Z",0,"Z",0
109040,"R",51,"R",3651566,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",596427,"R",17,"R",1592540,"R",5,"R",259238,"R",1,"R",65000,"R",5,"R",248680,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",852241,"R",1,"R",37440,"Z",0,"Z",0
109086,"R",90,"R",6561778,"R",1,"R",70636,"R",6,"R",370440,"R",3,"R",333800,"R",23,"R",2537645,"R",4,"R",305332,"R",2,"R",239961,"R",19,"R",1102225,"Z",0,"Z",0,"R",3,"R",149258,"R",6,"R",267322,"R",16,"R",798114,"R",7,"R",387045,"Z",0,"Z",0
109208,"R",331,"R",20612077,"Z",0,"Z",0,"Z",0,"Z",0,"R",73,"R",3702216,"R",30,"R",4177057,"R",23,"R",1625860,"R",19,"R",1539079,"R",23,"R",1351484,"R",1,"R",42539,"R",35,"R",1822759,"Z",0,"Z",0,"R",127,"R",6351083,"Z",0,"Z",0,"Z",0,"Z",0
109350,"R",276,"R",17771215,"Z",0,"Z",0,"Z",0,"Z",0,"R",33,"R",1893884,"R",45,"R",5261066,"R",20,"R",1080887,"R",11,"R",844049,"R",9,"R",560797,"Z",0,"Z",0,"R",44,"R",2215606,"Z",0,"Z",0,"R",112,"R",5815477,"Z",0,"Z",0,"R",2,"R",99449
109651,"R",258,"R",21057961,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",726045,"R",103,"R",11544607,"R",18,"R",1712993,"R",21,"R",1683954,"R",20,"R",1111575,"Z",0,"Z",0,"R",11,"R",497525,"Z",0,"Z",0,"R",48,"R",2442224,"R",1,"R",70370,"R",23,"R",1268668
109785,"R",986,"R",59535273,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",385,"R",30505740,"R",39,"R",2161292,"R",59,"R",3688631,"R",15,"R",1042973,"R",9,"R",669693,"R",56,"R",2178445,"Z",0,"Z",0,"R",363,"R",16760333,"R",56,"R",2361046,"R",4,"R",167120
